,id,label,left_title,left_authors,left_venue,left_year,right_title,right_authors,right_venue,right_year
1004,1004,0,clustering by pattern similarity in large data sets,"h wang , w wang , j yang , p yu",sigmod conference,2002,rapid initial clustering of large data sets,hg gauch,"plant ecology ,",1980.0
1005,1005,0,a cost model for clustered object-oriented databases,"g gardarin , j gruser , z tang",vldb,1995,efficient garbage collection for large object-oriented databases,bh liskov,,1996.0
1006,1006,0,tail recursion elimination in deductive databases,k ross,acm trans . database syst .,1996,new directions for uncertainty reasoning in deductive databases,"u guntzer , w kieling , h thone",proc . acm sigmod,
1007,1007,0,online query processing,,,2001,object decomposition for spatial query processing,"yj lee , sj lee , cw chung",,
1008,1008,0,on the semantics of  now  in databases,"j clifford , c dyreson , t isakowitz , c jensen , r snodgrass",acm trans . database syst .,1997,update semantics for incomplete databases,"s abgra abiteboul , g grahne",vldb,
1009,1009,0,open object database management systems,,,1994,on the design of a reliable storage component for distributed database management systems,"da menasce , oe landes",,
1010,1010,0,grid data management systems & services,,,2003,extensible database management systems,"mj carey , lm haas","sigmod record ,",1990.0
1011,1011,0,the mariposa distributed database management system,j sidell,sigmod record,1996,a genetic algorithm for fragment allocation in a distributed database system,"a corcoran , j hale","proc . 1994 acm symp . applied computing ,",1994.0
1012,1012,0,the mariposa distributed database management system,j sidell,sigmod record,1996,the clouds distributed operating system,"p dasgupta , m ahamad",,
1013,1013,0,dynamic information visualization,y ioannidis,sigmod record,1996,information integration,a levy,,
1014,1014,0,an efficient algorithm for mining association rules in large databases,"a savasere , e omiecinski , s navathe",vldb,1995,charm : an efficient algorithm for closed association rule mining,"mj zaki , cj hsiao",,
1015,1015,0,performance evaluation of a new distributed deadlock detection algorithm,"c yeung , s hung , k lam",sigmod record,1994,deadlock detection in distributed database systems : a new algorithm and a comparative performance,"n krivokapiä ? , a kemper , e gudes","the vldb journal the international journal on very large & hellip ; ,",1999.0
1016,1016,0,materialized views in oracle,"r bello , k dias , a downing , j jr. , j finnerty , w norcott , h sun , a witkowski , m ziauddin",vldb,1998,adapting materialized views after renition,"a gupta , is mumick , ka ross","proceedings of acm-sigmod ,",
1017,1017,0,model-based information integration in a neuroscience mediator system,"b ludфscher , a gupta , m martone",vldb,2000,model-based validation of an intrusion-tolerant information system,"f stevens , t courtney , s singh , a agbaria , jf","reliable distributed systems , 2004 . proceedings of the 23rd & hellip ; ,",2004.0
1018,1018,0,the trigs active object-oriented database system - an overview,"g kappel , w retschitzegger",sigmod record,1998,integrating a structured-text retrieval system with an object-oriented database system,"tw yantt , j annevelinkt",,
1019,1019,0,caching strategies for data-intensive web sites,"k yagoub , d florescu , v issarny , p valduriez",vldb,2000,xml web service caching strategies,m powell,"technical report 04/17/2002 , microsoft developer network library",
1020,1020,1,update propagation strategies for improving the quality of data on the web,"a labrinidis , n roussopoulos",vldb,2001,update propagation strategies for improving the quality of data on the web,aln roussopoulos,"submitted for publication ,",2001.0
1021,1021,0,space optimization in deductive databases,"d srivastava , s sudarshan , r ramakrishnan , j naughton",acm trans . database syst .,1995,dataspace : 3-d visualization of large databases,"v anupam , s dar , t leibfried , e petajan","proc . int &#39; l symp . information visualization ,",
1022,1022,0,editor s notes,jennifer widom,sigmod record,1996,editor s notes,te cyrs,"new directions for teaching and learning ,",
1023,1023,0,recovery protocols for shared memory database systems,"l molesky , k ramamritham",sigmod conference,1995,implementatwn techtuques for mam memory database systems,dj dewlttâ ? ¦,"acm sigmod , boston ,",
1024,1024,1,schemasql - a language for interoperability in relational multi-database systems,"l lakshmanan , f sadri , i subramanian",vldb,1996,schemasql-a language for querying and restructuring database systems,"lvs lakshmanan , f sadri , in subramanian","proc . intâ ?? l conf . on very large databases ( vldbâ ?? 96 ) ,",
1025,1025,1,sprint : a scalable parallel classifier for data mining,"j shafer , r agrawal , m mehta",vldb,1996,a scalable parallel classier for data mining,"j shafer , r agrawal , m mehta","proc . 22nd international conference on vldb , mumbai , india . (",
1026,1026,0,power efficient data gathering and aggregation in wireless sensor networks,"h tan , i korpeoglu",sigmod record,2003,efficient code distribution in wireless sensor networks,"n reijers , k langendoen","proceedings of the 2nd acm international conference on & hellip ; ,",2003.0
1027,1027,0,curio : a novel solution for efficient storage and indexing in data warehouses,"a datta , k ramamritham , h thomas",vldb,1999,cmvf : a novel dimension reduction scheme for efficient indexing in a large image database,"j shen , ahh ngu , j shepherd , dq huynh , qz sheng","sigmod conference ,",2003.0
1028,1028,1,dynamic load balancing for parallel association rule mining on heterogenous pc cluster systems,"m tamura , m kitsuregawa",vldb,1999,dynamic load balancing for parallel association rule mining on heterogeneous pc cluster system,"m kitsuregawa , t tamura","proceedings of the 25th international conference on very & hellip ; ,",
1029,1029,0,building knowledge base management systems,"j mylopoulos , v chaudhri , d plexousakis , a shrufi , t topaloglou",vldb j.,1996,anatomy of a native xml base management system,"t fiebig , s helmer , cc kanne , g moerkotte , j","the vldb journal the international journal on very large & hellip ; ,",2002.0
1030,1030,1,"tcp-d - the challenges , issues and results",r bhashyam,sigmod record,1996,"tpc-d-the challenges , issues and results",r bhashyam,"sigmod record ,",1996.0
1031,1031,1,a framework for implementing hypothetical queries,"t griffin , r hull",sigmod conference,1997,a framework for implementing hypothetical queries,"t griffin , r hull",proc . of the 1997 acm sigmod intl. conference on management,
1032,1032,0,communication efficient distributed mining of association rules,"a schuster , r wolff",sigmod conference,2001,privacy-preserving mining of association rules,"v krishnan , i mumbai , s agrawal , i bangalore , j",,
1033,1033,1,high-concurrency locking in r-trees,"m kornacker , d banks",vldb,1995,high-concurrency in r-trees [ c ],"m komacker , d banks","proc 21th international conference on vldb ,",
1034,1034,0,online dynamic reordering,"v raman , b raman , j hellerstein",vldb j.,2000,online dynamic reordering for interactive data processing,"v raman , b raman , jm hellerstein","vldb ,",1999.0
1035,1035,0,the hcc-tree : an efficient index structure for object oriented databases,"b sreenath , s seshadri",vldb,1994,cure : an efficient algorithm for large databases,"s guha , r rastogi , k shim","proc . acm sigmod ,",
1036,1036,0,efficient evaluation of xml middle-ware queries,"m fernandez , a morishima , d suciu",sigmod conference,2001,"efficient evaluation of right - , left - , and multi-linear rules",jf naughton,"proceedings of the 1989 acm sigmod international conference & hellip ; ,",1989.0
1037,1037,0,index nesting - an efficient approach to indexing in object-oriented databases,"b ooi , j han , h lu , k tan",vldb j.,1996,an object-oriented approach to multimedia databases,"d woelk , w kim",,
1038,1038,1,designing and mining multi-terabyte astronomy archives : the sloan digital sky survey,"a szalay , p kunszt , a thakar , j gray , d slutz",sigmod conference,2000,designing and mining multi-terabyte astronomy archives : the sloan digital sky survey .,"rj brunner , j gray , p kunszt , d slutz , as szalay ,",,
1039,1039,0,using schematically heterogeneous structures,r miller,sigmod conference,1998,hdm : an heterogeneous structures deformation model,"m bigorda , d tost",,
1040,1040,0,amalgamating knowledge bases,v subrahmanian,acm trans . database syst .,1994,updating knowledge bases while maintaining consistency,"e teniente , a olivã ©",the vldb,
1041,1041,0,guest editor s introduction,,,2003,guest editorial,"v atluri , a joshi , y yesha","the vldb journal the international journal on very large & hellip ; ,",2003.0
1042,1042,0,concurrency control in hierarchical multidatabase systems,"s mehrotra , h korth , a silberschatz",vldb j.,1997,problems of optimistic concurrency control in distributed database systems,g schlageter,"acm sigmod record ,",1982.0
1043,1043,0,on the costs of multilingualism in database systems,"a kumaran , j haritsa",vldb,2003,application of sub-predicate tests in database systems,"r munz , hj schneider , f steyer","vldb ,",1979.0
1044,1044,1,a query language and optimization techniques for unstructured data,"p buneman , s davidson , g hillebrand , d suciu",sigmod conference,1996,"a query language and optimization techniques for unstructured data . university of pennsylvania ,","p buneman , s davidson , g hillebrand , d suciu","technical report ms-cis 96-09 ,",
